mode,en,rep,term,ko,grade,level,followed_decoy,decoy,issues,finish,sentence
random,running nose,코감기,후두기관협착(증),의사의 문서에서 후두기관협착(증)이 언급되었습니다.,오답,-,True,후두기관협착(증),['bad_chars'],stop,The doctor's document mentioned running nose.
random,deshielded proton,미차폐양성자,이동진료소,의사의 문서는 이동진료소를 언급했다.,오답,-,True,이동진료소,[],stop,The doctor's document mentioned deshielded proton.
random,stage of life,생명단계,흡입기,의사의 문서에서 흡입기가 언급되었습니다.,오답,-,True,흡입기,[],stop,The doctor's document mentioned stage of life.
random,endoscopic revision dacryocystorhinostomy,내시경 이용 눈물주머니코안 연결 교정,과레닌혈증,보고서는 이 환자에서 과레닌혈증을 문서화했습니다.,오답,-,True,과레닌혈증,[],stop,The report documented endoscopic revision dacryocystorhinostomy in this patient.
random,idiotype-anti-idiotype network,개별특이형항체조절망,영상요역동학검사,의사의 문서에 영상요역동학검사가 언급되었습니다.,오답,-,True,영상요역동학검사,[],stop,The doctor's document mentioned idiotype-anti-idiotype network.
random,total albinism,온백색증,물자궁증,의사의 서류에 물자궁증이 언급되었습니다.,오답,-,True,물자궁증,[],stop,The doctor's document mentioned total albinism.
random,dermoepidermal,진피표피-,이소소르바이드,의사의 문서는 이소소르바이드를 언급했습니다.,오답,-,True,이소소르바이드,[],stop,The doctor's document mentioned dermoepidermal.
random,blastomyces,분아진균(속),상내사위,의사의 문서에 상내사위가 언급되었다.,오답,-,True,상내사위,[],stop,The doctor's document mentioned blastomyces.
random,pulex,벼룩(속),절대암점,의사의 문서가 절대암점을 언급했다.,오답,-,True,절대암점,[],stop,The doctor's document mentioned pulex.
random,sucking disc,흉반,물공기가슴증,의사의 문서에 물공기가슴증이 언급되었다.,오답,-,True,물공기가슴증,[],stop,The doctor's document mentioned sucking disc.
random,medial nasal prominence,내측비융기,가성신경종,의사의 문서에서 가성신경종이 언급되었습니다.,오답,-,True,가성신경종,[],stop,The doctor's document mentioned medial nasal prominence.
random,melanoacanthoma,멜라닌가시세포종,젖꼭지,의사의 문서에 젖꼭지가 언급되었습니다.,오답,-,True,젖꼭지,[],stop,The doctor's document mentioned melanoacanthoma.
random,shifting reaction,편위반응,복재신경병증,의사의 문서에 복재신경병증이 언급되었다.,오답,-,True,복재신경병증,[],stop,The doctor's document mentioned shifting reaction.
random,primary amnion,원시양막,환경 치료요법,의사의 문서는 환경 치료요법을 언급했습니다.,오답,-,True,환경 치료요법,[],stop,The doctor's document mentioned primary amnion.
random,hyperreninemia,과레닌혈증,가시끝-,의사의 문서에 가시끝-가 언급되었습니다.,오답,-,True,가시끝-,[],stop,The doctor's document mentioned hyperreninemia.
random,periostitis,뼈막염,정맥염 및 혈전정맥염,의사의 문서에 정맥염 및 혈전정맥염이 언급되었습니다.,오답,-,True,정맥염 및 혈전정맥염,[],stop,The doctor's document mentioned periostitis.
random,uterine inversion,자궁뒤집힘,안드로젠탼모증,의사의 문서에서 안드로젠탼모증을 언급했습니다.,오답,-,False,안드로젠탈모증,[],stop,The doctor's document mentioned uterine inversion.
random,neonatal oesophageal reflux,신생아식도역류,회음결핍,이 보고서는 이 환자에서 회음결핍을 문서화했습니다.,오답,-,True,회음결핍,[],stop,The report documented neonatal oesophageal reflux in this patient.
random,cervical vertigo,경추성 현기증,갠트리,보고서는 이 환자의 갠트리를 기록했습니다.,오답,-,True,갠트리,[],stop,The report documented cervical vertigo in this patient.
random,negative pressure,음압,주간맹,의사의 문서에 주간맹이 언급되었다.,오답,-,True,주간맹,[],stop,The doctor's document mentioned negative pressure.
random,naegleria fowleri,파울러자유아메바,표준화비율비,의사의 문서에 표준화비율비가 언급되었습니다.,오답,-,True,표준화비율비,[],stop,The doctor's document mentioned naegleria fowleri.
random,fisher syndrome,피셔증후군,부고환관,의사의 문서에 부고환관이 언급되었다.,오답,-,True,부고환관,[],stop,The doctor's document mentioned fisher syndrome.
random,br. tx.,브릿지 치료,복잡메아리,의사의 문서에 복잡메아리가 언급되었습니다.,오답,-,True,복잡메아리,[],stop,The doctor's document mentioned br. tx..
random,glaucomatous cataract,녹내장성백내장,분비체류성낭,의사의 문서에 분비체류성낭이 언급되었다.,오답,-,True,분비체류성낭,[],stop,The doctor's document mentioned glaucomatous cataract.
random,hippuric acid,마뇨산,난소 낭종 적출술,의사의 문서에서 난소 낭종 적출술을 언급했습니다.,오답,-,True,난소 낭종 적출술,[],stop,The doctor's document mentioned hippuric acid.
random,maxillomandibular disharmony,위아래턱부조화,근(육)알부민,의사의 문서에서 근(육)알부민이 언급되었습니다.,오답,-,True,근(육)알부민,['bad_chars'],stop,The doctor's document mentioned maxillomandibular disharmony.
random,supernumeric impacted tooth,과잉매복치,재발성 갑상선암,보고서는 이 환자에서 재발성 갑상선암을 기록했습니다.,오답,-,True,재발성 갑상선암,[],stop,The report documented supernumeric impacted tooth in this patient.
random,calcification of bursa,윤활낭(의) 석회화,홍채결손,이 환자에서 홍채결손이 보고되었습니다.,오답,-,True,홍채결손,[],stop,The report documented calcification of bursa in this patient.
random,isomaltase,이소말타아제,심방목동맥간격,의사의 문서에 심방목동맥간격이 언급되었습니다.,오답,-,True,심방목동맥간격,[],stop,The doctor's document mentioned isomaltase.
random,hay asthma,건초천식,기능저하,의사의 문서에 기능저하가 언급되었습니다.,오답,-,True,기능저하,[],stop,The doctor's document mentioned hay asthma.
random,lambliasis,람블편모충증,로트문드 톰슨 증후,의사의 문서에 로트문드 톰슨 증후가 언급되었습니다.,오답,-,False,로트문드 톰슨 증후군,[],stop,The doctor's document mentioned lambliasis.
random,vaginography,질조영(술),의학유전학,의사의 문서에서 의학유전학을 언급했습니다.,오답,-,True,의학유전학,[],stop,The doctor's document mentioned vaginography.
random,hbab,간염 B형 표면항체,낭종 주머니형성,의사의 문서에 낭종 주머니형성이 언급되었다.,오답,-,True,낭종 주머니형성,[],stop,The doctor's document mentioned hbab.
random,calomel,감홍,회선사상충결절,의사의 문서에 회선사상충결절이 언급되었다.,오답,-,True,회선사상충결절,[],stop,The doctor's document mentioned calomel.
random,ricinism,리신증,콩팥깔때기-,의사의 문서에 콩팥깔때기-가 언급되었습니다.,오답,-,True,콩팥깔때기-,[],stop,The doctor's document mentioned ricinism.
random,first filial generation,일대잡종,원뿔수정체,의사의 문서에서 원뿔수정체를 언급했다.,오답,-,True,원뿔수정체,[],stop,The doctor's document mentioned first filial generation.
random,vague symptom,분명치않는증상,교정 사이막성형술,의사의 문서에서 교정 사이막성형술을 언급했습니다.,오답,-,True,교정 사이막성형술,[],stop,The doctor's document mentioned vague symptom.
random,depigmenting cream,탈색크림,정밀면역검사-C형간염항체,의사의 문서에 정밀면역검사-C형간염항체가 언급되었습니다.,오답,-,True,정밀면역검사-C형간염항체,['bad_chars'],stop,The doctor's document mentioned depigmenting cream.
random,afterloading technique,후장진법,샘창자위동맥,의사의 문서에 샘창자위동맥이 언급되었습니다.,오답,-,True,샘창자위동맥,[],stop,The doctor's document mentioned afterloading technique.
random,intracranial space-occupying lesion,두개내공간점유병변,창자독소,보고서는 이 환자에서 창자독소를 문서화했습니다.,오답,-,True,창자독소,[],stop,The report documented intracranial space-occupying lesion in this patient.
random,enema apparatus,관장기,요천부팽대,의사의 문서에 요천부팽대가 언급되어 있었다.,오답,-,True,요천부팽대,[],stop,The doctor's document mentioned enema apparatus.
random,core decompression,중핵감압,종양특이항원,보고서는 이 환자에서 종양특이항원을 문서화했습니다.,오답,-,True,종양특이항원,[],stop,The report documented core decompression in this patient.
random,opsin,옵신,샘창자위동맥,의사의 문서에 샘창자위동맥이 언급되었다.,오답,-,True,샘창자위동맥,[],stop,The doctor's document mentioned opsin.
random,retrouterine hematocele,자궁뒤혈액낭종,배안보개 이용 한쪽 자궁관난소 적출,의사의 문서에서 배안보개 이용 한쪽 자궁관난소 적출이 언급되었습니다.,오답,-,True,배안보개 이용 한쪽 자궁관난소 적출,[],stop,The doctor's document mentioned retrouterine hematocele.
random,picture frustration test,그림좌절검사,귀인두관편도,이 환자에게 귀인두관편도가 시행되었습니다.,오답,-,True,귀인두관편도,[],stop,picture frustration test was performed on this patient.
random,nephritic retinitis,콩팥염망막염,외막밑섬유증식,의사의 문서에서 외막밑섬유증식이 언급되었습니다.,오답,-,True,외막밑섬유증식,[],stop,The doctor's document mentioned nephritic retinitis.
random,buccal gland,협선,증식혈관내혈관내피종,의사의 문서에서 증식혈관내혈관내피종을 언급했습니다.,오답,-,True,증식혈관내혈관내피종,[],stop,The doctor's document mentioned buccal gland.
random,rodenticide,살서제,월경불규칙,의사의 문서에 월경불규칙이 언급되었습니다.,오답,-,True,월경불규칙,[],stop,The doctor's document mentioned rodenticide.
random,epididymal duct,부고환관,단순방사선사진,의사의 문서에서 단순방사선사진을 언급했습니다.,오답,-,True,단순방사선사진,[],stop,The doctor's document mentioned epididymal duct.
random,parrot fever,앵무새열,창자 확장,이 보고서는 이 환자에서 창자 확장을 문서화했습니다.,오답,-,True,창자 확장,[],stop,The report documented parrot fever in this patient.
random,halmatogenesis,돌연세대변이,심리학자-재활,의사의 문서는 심리학자-재활을 언급했습니다.,오답,-,True,심리학자-재활,[],stop,The doctor's document mentioned halmatogenesis.
random,ventriculopleural anastomosis,뇌실가슴막 연결,전방위,보고서는 이 환자에서 전방위를 문서화했습니다.,오답,-,True,전방위,[],stop,The report documented ventriculopleural anastomosis in this patient.
random,heart excess patterns,심실증,비장절제,보고서는 이 환자에서 비장절제를 문서화했습니다.,오답,-,True,비장절제,[],stop,The report documented heart excess patterns in this patient.
