arm,en,pred,rep,grade,level,kcd,words,issues,finish
2C,rash purpuric,자색반 발진,자색반 발진,정답(대표),exact,,2,[],stop
2C,mamillitis,유두염,유두염,정답(대표),exact,,1,[],stop
2C,bird-shot chorioretinopathy,산탄맥락망막병(증),산탄맥락망막병(증),정답(대표),exact,,2,['bad_chars'],stop
2C,diabetic coma,당뇨 혼수,당뇨 혼수,정답(대표),exact,,2,[],stop
2C,condensed chromatin,농축염색질,농축염색질,정답(대표),exact,,2,[],stop
2C,genu valgum,외반슬,외반슬,정답(대표),exact,M21.06,2,[],stop
2C,revision septoplasty,교정 사이막성형술,교정 사이막성형술,정답(대표),exact,,2,[],stop
2C,naevus portwine,포도주색 모반,포도주색 모반,정답(대표),exact,Q82.5,2,[],stop
2C,glissade,글리사드,글리사드,정답(대표),exact,,1,[],stop
2C,psoas shadow,허리근음영,허리근음영,정답(대표),exact,,2,[],stop
2C,splenectomy,비장절제,비장절제,정답(대표),exact,,1,[],stop
2C,antimicrobial eye drop,항균안약,항균안약,정답(대표),exact,,3,[],stop
2C,salpingography and plasty,난관조영촬영 및 개통술,난관조영촬영 및 개통술,정답(대표),exact,,3,[],stop
2C,clostridium histolyticum,클로스트리듐히스톨리티쿰,클로스트리듐히스톨리티쿰,정답(대표),exact,,2,[],stop
2C,anecdotal,증례서술적,증례서술적,정답(대표),exact,,1,[],stop
2C,tumor-specific antigen,종양특이항원,종양특이항원,정답(대표),exact,,2,[],stop
2C,schistocephalus,협숙주기생충,머리갈림태아,오답,-,,1,[],stop
2C,resecting fracture,깍임골절,깍임골절,정답(대표),exact,,2,[],stop
2C,epidermophyton,표피사상균(속),표피사상균(속),정답(대표),exact,,1,['bad_chars'],stop
2C,microlymphatic graft,미세림프절이식,미세림프절이식,정답(대표),exact,,2,[],stop
2C,cardiac pet-ct,심장 양전자방출단층촬영술,심장 양전자방출단층촬영술,정답(대표),exact,,2,[],stop
2C,multidrug resistance,다약제내성,다약제내성,정답(대표),exact,,2,[],stop
2C,puerility,소아기,소아기,정답(대표),exact,,1,[],stop
2C,enteropathic arthritis,창자질환성 관절염,창자질환성 관절염,정답(대표),exact,,2,[],stop
2C,lobomycosis,로보진균증,로보진균증,정답(대표),exact,B48.0,1,[],stop
2C,lamblial dysentery,람블편모충이질,람블편모충이질,정답(대표),exact,,2,[],stop
2C,ladder splint,사다리형덧대,사다리형덧대,정답(대표),exact,,2,[],stop
2C,radiostrontium,방사성스트론튬,방사성스트론튬,정답(대표),exact,,1,[],stop
2C,deuterium,중수소,중수소,정답(대표),exact,,1,[],stop
2C,deforming dorsopathies,변형성 등병증,변형성 등병증,정답(대표),exact,M40-M43,2,[],stop
2C,nonoperculated egg,무난개충란,무난개충란,정답(대표),exact,,2,[],stop
2C,holy fire,에르고트중독증,에르고트중독증,정답(대표),exact,,2,[],stop
2C,sclerosing retroperitonitis,경화뒤배막염,경화뒤배막염,정답(대표),exact,,2,[],stop
2C,bilaminar vitelline placenta,두겹난황태반,두겹난황태반,정답(대표),exact,,3,[],stop
2C,dyskeratosis congenita,선천 이상각화증,선천 이상각화증,정답(대표),exact,Q82.8,2,[],stop
2C,flax-dresser disease,아마포착용자병,아마포착용자병,정답(대표),exact,J66.1,2,[],stop
2C,bryant's traction,브리언트 당김,브리언트 당김,정답(대표),exact,,2,[],stop
2C,endemic disease,풍토병,풍토병,정답(대표),exact,,2,[],stop
2C,annular nucleus,고리핵,고리핵,정답(대표),exact,,2,[],stop
2C,pseudoptosis,거짓눈꺼풀처짐,거짓눈꺼풀처짐,정답(대표),exact,H02.48,1,[],stop
2C,throat pruritus,목구멍 가려움증,목구멍 가려움증,정답(대표),exact,,2,[],stop
2C,endoenteritis,창자점막염,창자점막염,정답(대표),exact,,1,[],stop
2C,deep mycosis,심재성 진균증,심재성 진균증,정답(대표),exact,B48.8,2,[],stop
2C,hydrometra,물자궁증,물자궁증,정답(대표),exact,N85.8,1,[],stop
2C,osteochondroma,뼈연골종,뼈연골종,정답(대표),exact,,1,[],stop
2C,stratified randomization,층별무작위배정(법),층별무작위배정(법),정답(대표),exact,,2,['bad_chars'],stop
2C,corticobasal degeneration,겉질기저 변성,겉질기저 변성,정답(대표),exact,,2,[],stop
2C,heart rate variability,심박변이도,심박변이도,정답(대표),exact,,3,[],stop
2C,intromission,삽입,삽입,정답(대표),exact,,1,[],stop
2C,drug-induced,약물유발-,약물유발-,정답(대표),exact,,1,[],stop
2C,ossidesmosis,힘줄뼈되기,힘줄뼈되기,정답(대표),exact,,1,[],stop
2C,binaural,양귀-,양귀-,정답(대표),exact,,1,[],stop
2C,extrachromosomal inheritance,염색체외유전,염색체외유전,정답(대표),exact,,2,[],stop
2C,onychopathy,손발톱병(증),손발톱병(증),정답(대표),exact,,1,['bad_chars'],stop
2C,ionometer,이온화선량계,이온화선량계,정답(대표),exact,,1,[],stop
2C,double-barreled aorta,이중관대동맥,이중관대동맥,정답(대표),exact,,2,[],stop
2C,lipomelanotic reticulosis,지방흑색증성 세망증,지방흑색증성 세망증,정답(대표),exact,I89.8,2,[],stop
2C,muscle twitch,근육 경련,근육 경련,정답(대표),exact,,2,[],stop
2C,psychosocial development,정신사회발달,정신사회발달,정답(대표),exact,,2,[],stop
2C,ulcerlike nud,궤양성 비궤양성 소화불량,궤양성 비궤양성 소화불량,정답(대표),exact,K30,2,[],stop
2C,nodular fasciitis,결절 근막염,결절 근막염,정답(대표),exact,M72.4,2,[],stop
2C,homogeneous,균일,균일,정답(대표),exact,,1,[],stop
2C,altered uterine contractions,자궁수축 변화,자궁수축 변화,정답(대표),exact,,3,[],stop
2C,pyrexia during labour,출산중 발열,출산중 발열,정답(대표),exact,O75.2,3,[],stop
2C,a/s capsulectomy,관절경적 피막절제술,관절경적 피막절제술,정답(대표),exact,,2,[],stop
2C,superexcitation,과도흥분,과도흥분,정답(대표),exact,,1,[],stop
2C,bony excrescence,뼈이상돌출,뼈이상돌출,정답(대표),exact,,2,[],stop
2C,coupling color,커플링염료,커플링염료,정답(대표),exact,,2,[],stop
2C,phlebitis and thrombophlebitis,정맥염 및 혈전정맥염,정맥염 및 혈전정맥염,정답(대표),exact,I80,3,[],stop
2C,breath holding spell,숨참기발작,숨참기발작,정답(대표),exact,R06.8,3,[],stop
2C,extroverted personality,외향인격,외향인격,정답(대표),exact,,2,[],stop
2C,enterotoxin,창자독소,창자독소,정답(대표),exact,,1,[],stop
2C,linear craniectomy,선상 머리뼈 절제,선상 머리뼈 절제,정답(대표),exact,,2,[],stop
2C,diving reflex,잠수반사,잠수반사,정답(대표),exact,,2,[],stop
2C,thymus,가슴샘,가슴샘,정답(대표),exact,,1,[],stop
2C,pseudoepicanthus,거짓눈구석주름,거짓눈구석주름,정답(대표),exact,,1,[],stop
2C,in utero,자궁내,자궁내,정답(대표),exact,,2,[],stop
2C,epidermolysis bullosa dystrophica,디스트로피성 수포성 표피박리증,디스트로피성 수포성 표피박리증,정답(대표),exact,Q81.2,3,[],stop
2C,functional ileus,기능창자막힘증,기능창자막힘증,정답(대표),exact,,2,[],stop
2C,colonic serosa,잘록창자장막층,잘록창자장막층,정답(대표),exact,,2,[],stop
2C,sideroblastic anaemia,철적혈모구빈혈,철적혈모구빈혈,정답(대표),exact,D64.0-D64.3,2,[],stop
2C,prandial,식사-,식사-,정답(대표),exact,,1,[],stop
2C,infanthood,영아기,영아기,정답(대표),exact,,1,[],stop
2C,rothmund thomson syndrome,로트문드 톰슨 증후군,로트문드 톰슨 증후군,정답(대표),exact,Q82.8,3,[],stop
2C,high quality-hcv ab,정밀면역검사-C형간염항체,정밀면역검사-C형간염항체,정답(대표),exact,,3,['bad_chars'],stop
2C,echo pulse,초음파,초음파,정답(대표),exact,,2,[],stop
2C,intramuscular nerve stimulation,근육내신경자극치료,근육내신경자극치료,정답(대표),exact,,3,[],stop
2C,anisometropic amblyopia,굴절부등약시,굴절부등약시,정답(대표),exact,H53.01,2,[],stop
2C,traumatic sah,외상성 지주막하출혈,외상성 지주막하출혈,정답(대표),exact,S06.6,2,[],stop
2C,kakidrosis,땀악취증,땀악취증,정답(대표),exact,L75.0,1,[],stop
2C,plate,평판,평판,정답(대표),exact,,1,[],stop
2C,paraspasm,대칭성연축,대칭성연축,정답(대표),exact,,1,[],stop
2C,mescaline,메스칼린,메스칼린,정답(대표),exact,,1,[],stop
2C,gangliectomy,신경절절제(술),신경절절제(술),정답(대표),exact,,1,['bad_chars'],stop
2C,carpometacarpal joint structure,손목손허리관절,손목손허리관절,정답(대표),exact,,3,[],stop
2C,cystica ureteritis,낭성 요관염,낭성 요관염,정답(대표),exact,N28.8,2,[],stop
2C,chemohormonal,화학호르몬-,화학호르몬-,정답(대표),exact,,1,[],stop
2C,ancylostoma ceylanicum,실론구충,실론구충,정답(대표),exact,,2,[],stop
2C,milieu therapy,환경 치료요법,환경 치료요법,정답(대표),exact,,2,[],stop
2C,evacuation of empyema,축농 제거,축농 제거,정답(대표),exact,,3,[],stop
2C,triketohydrindene hydrate test,닌히드린검사,닌히드린검사,정답(대표),exact,,3,[],stop
2C,conglutinogen activating factor,교착원활성인자,교착원활성인자,정답(대표),exact,,3,[],stop
2C,dislocation of wrist,손목의 탈구,손목의 탈구,정답(대표),exact,S63.0,3,[],stop
2C,triple test,삼중검사,삼중검사,정답(대표),exact,,2,[],stop
2C,cogan's disease,코오간병,코오간병,정답(대표),exact,H16.3,2,[],stop
2C,double bladder,중복방광,중복방광,정답(대표),exact,,2,[],stop
2C,derangement of patella,무릎뼈의 장애,무릎뼈의 장애,정답(대표),exact,M22.0-M22.3,3,[],stop
2C,debanding,밴드제거,밴드제거,정답(대표),exact,,1,[],stop
2C,interarytenoid notch,모뿔사이패임,모뿔사이패임,정답(대표),exact,,2,[],stop
2C,lymphopoiesis,림프구형성,림프구형성,정답(대표),exact,,1,[],stop
2C,masticatory dysfunction,씹기 기능장애,씹기 기능장애,정답(대표),exact,,2,[],stop
2C,suturing of wound,창상봉합술,창상봉합술,정답(대표),exact,,3,[],stop
2C,retaining harness,장치유지,장치유지,정답(대표),exact,,2,[],stop
2C,omsk haemorrhagic fever,옴스크출혈열,옴스크출혈열,정답(대표),exact,A98.1,3,[],stop
2C,dural avf,경막의 동정맥루,경막의 동정맥루,정답(대표),exact,I67.1,2,[],stop
2C,hepatogram,간실질상,간실질상,정답(대표),exact,,1,[],stop
2C,sacrococcygeal,엉치꼬리-,엉치꼬리-,정답(대표),exact,,1,[],stop
2C,cercosporomycosis,세르코스포라진균증,세르코스포라진균증,정답(대표),exact,,1,[],stop
2C,lipoid dermatoarthritis,리포이드피부관절염,리포이드피부관절염,정답(대표),exact,M14.3,2,[],stop
2C,instep island flap,안쪽발바닥섬피판,안쪽발바닥섬피판,정답(대표),exact,,3,[],stop
2C,assessing waste service,쓰레기처리 능력 사정하기,쓰레기처리 능력 사정하기,정답(대표),exact,,3,[],stop
2C,affectivity,정동성,정동성,정답(대표),exact,,1,[],stop
2C,dry weight,투석목표체중,투석목표체중,정답(대표),exact,,2,[],stop
2C,spinal injuries,척수 손상,척수 손상,정답(대표),exact,,2,[],stop
2C,crossbite (anterior)(posterior),맞물림이상(앞쪽)(뒤쪽),맞물림이상(앞쪽)(뒤쪽),정답(대표),exact,K07.25,2,['bad_chars'],stop
2C,neuraxis,신경축,신경축,정답(대표),exact,,1,[],stop
2C,spleen qi deficiency,비기허,비기허,정답(대표),exact,U68.0,3,[],stop
2C,manage immobilizer care,부동간호 관리,부동간호 관리,정답(대표),exact,,3,[],stop
2C,cervix dilatation,자궁경부개대,자궁경부개대,정답(대표),exact,,2,[],stop
2C,poor sucking reflex,빨기 반사 어려움,빨기 반사 어려움,정답(대표),exact,,3,[],stop
2C,high-tension pulse,고긴장맥박,고긴장맥박,정답(대표),exact,,2,[],stop
2C,sp crown setting,스테인레스금관 합착,스테인레스금관 합착,정답(대표),exact,,3,[],stop
2C,epiduroscopic neuroplasty,내시경적 경막외강 신경성형술,내시경적 경막외강 신경성형술,정답(대표),exact,,2,[],stop
2C,bilharzial dysentery,방광주혈흡충이질,방광주혈흡충이질,정답(대표),exact,,2,[],stop
2C,iodinated,요오드표지-,요오드표지-,정답(대표),exact,,1,[],stop
2C,bilateral palatine tonsils,양측 목구멍 편도,양측 목구멍 편도,정답(대표),exact,,3,[],stop
2C,subpapillary arterial network,유두밑동맥그물,유두밑동맥그물,정답(대표),exact,,3,[],stop
2C,entire trapezius muscle,온등세모근,온등세모근,정답(대표),exact,,3,[],stop
2C,collagen fiber graft,교원 섬유 이식술,교원 섬유 이식술,정답(대표),exact,,3,[],stop
2C,polymerism,분절과다증,분절과다증,정답(대표),exact,,1,[],stop
2C,labilizer,불안정제,불안정제,정답(대표),exact,,1,[],stop
2C,hypotonus,근육긴장저하,근육긴장저하,정답(대표),exact,,1,[],stop
2C,melanidrosis,흑색땀증,흑색땀증,정답(대표),exact,,1,[],stop
2C,allergenic serum,알레르기혈청,알레르기혈청,정답(대표),exact,,2,[],stop
2C,micromanipulation,미세조작(술),미세조작(술),정답(대표),exact,,1,['bad_chars'],stop
2C,endometrial stromal sarcoma,자궁내막버팀질육종,자궁내막버팀질육종,정답(대표),exact,,3,[],stop
2C,cobblestone tongue,조약돌혀,조약돌혀,정답(대표),exact,,2,[],stop
2C,peritoneal cavity,배막안,배막안,정답(대표),exact,,2,[],stop
2C,chorea gravidarum,임신무도병,임신무도병,정답(대표),exact,,2,[],stop
2C,acrotrophodynia,말단영양통증,말단영양통증,정답(대표),exact,,1,[],stop
2C,spondylopathy,척추병(증),척추병(증),정답(대표),exact,M45-M49,1,['bad_chars'],stop
2C,macrocephalus,큰머리증,큰머리증,정답(대표),exact,Q04.5,1,[],stop
2C,saliva viscosity test,타액 점조도 검사,타액 점조도 검사,정답(대표),exact,,3,[],stop
2C,revaccination,재접종,재접종,정답(대표),exact,,1,[],stop
2C,solenopsis invicta,불개미,불개미,정답(대표),exact,,2,[],stop
2C,perfluorocarbon,과불화탄소,과불화탄소,정답(대표),exact,,1,[],stop
2C,ardor,작열감,작열감,정답(대표),exact,,1,[],stop
2C,transluminal coronary atherectomy,내강경유 심장혈관 죽종절제,내강경유 심장혈관 죽종절제,정답(대표),exact,,3,[],stop
2C,hemocytometry,혈구계수(법),혈구계수(법),정답(대표),exact,,1,['bad_chars'],stop
2C,membranous endometritis,막자궁내막염,막자궁내막염,정답(대표),exact,,2,[],stop
2C,juvenile chronic iridocyclitis,연소성 만성 홍채섬모체염,연소성 만성 홍채섬모체염,정답(대표),exact,H20.1,3,[],stop
2C,tufting enteropathy,터프팅장증,터프팅장증,정답(대표),exact,P78.3,2,[],stop
2C,cross-face,교차얼굴,교차얼굴,정답(대표),exact,,1,[],stop
2C,diverticulitis oesophageal,식도 곁주머니염,식도 곁주머니염,정답(대표),exact,,2,[],stop
2C,medical care division,의료급여구분,의료급여구분,정답(대표),exact,,3,[],stop
2C,muscle flap,근(육)판,근(육)판,정답(대표),exact,,2,['bad_chars'],stop
2C,distraction therapy,골신장술,골신장술,정답(대표),exact,,2,[],stop
2C,associated disorder,수반장애,수반장애,정답(대표),exact,,2,[],stop
2C,gitelman syndrome,지텔만 증후군,지텔만 증후군,정답(대표),exact,N15.8,2,[],stop
2C,positioned flap,판막이동수술,판막이동수술,정답(대표),exact,,2,[],stop
2C,esthiomene,만성 외음궤양,만성 외음궤양,정답(대표),exact,A55,1,[],stop
2C,lcp disease,넙다리뼈머리뼈끝뼈연골증,넙다리뼈머리뼈끝뼈연골증,정답(대표),exact,,2,[],stop
2C,papilloma of cerviv,자궁경부의 유두종,자궁경부의 유두종,정답(대표),exact,D26.0,3,[],stop
2C,steatocystoma,피지낭종,피지낭종,정답(대표),exact,,1,[],stop
2C,sialodochoplasty,침샘관성형(술),침샘관성형(술),정답(대표),exact,,1,['bad_chars'],stop
2C,alert,명료함,명료함,정답(대표),exact,,1,[],stop
2C,glucuronic acid,글루쿠론산,글루쿠론산,정답(대표),exact,,2,[],stop
2C,first-pass cardiac scan(resting),일회통과심장스캔-안정상태,일회통과심장스캔-안정상태,정답(대표),exact,,3,[],stop
2C,arthroplasty of foot,발의 관절 성형,발의 관절 성형,정답(대표),exact,,3,[],stop
2C,dromotropic,전도영향성-,전도영향성-,정답(대표),exact,,1,[],stop
2C,tibia vara,내반경골,내반경골,정답(대표),exact,M92.5,2,[],stop
2C,assessing grief,슬픔 사정하기,슬픔 사정하기,정답(대표),exact,,2,[],stop
2C,staphylococcus epidermidis,표피포도알균,표피포도알균,정답(대표),exact,,2,[],stop
